ID,EDAD,SEXO,CODIGO_DEPARTAMENTO,REGION,TIPO_PESCADOR,COBRO,MONTO,FECHA_CORTE,FECHA_PUBLICACION_PNDA
6888,35,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6889,28,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6890,71,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6891,45,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6892,45,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6893,34,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6894,59,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6895,21,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6896,57,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6897,74,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6898,47,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6899,33,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6900,55,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6901,33,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6902,36,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6903,56,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6904,68,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6905,50,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6906,37,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6907,42,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6908,53,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6909,55,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6910,25,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6911,19,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6912,55,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6913,48,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6914,24,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6915,57,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6916,52,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6917,45,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6918,46,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6919,40,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6920,59,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6921,62,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6922,36,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6923,31,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6924,51,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6925,55,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6926,35,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6927,23,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6928,24,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6929,56,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6930,27,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6931,32,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6932,60,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6933,42,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6934,69,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6935,47,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6936,26,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6937,29,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6938,48,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6939,42,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6940,35,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6941,49,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6942,34,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6943,52,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6944,50,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6945,57,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6946,44,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6947,34,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6948,46,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6949,71,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6950,26,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6951,53,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6952,25,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6953,38,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6954,42,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6955,40,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6956,47,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6957,44,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6958,40,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6959,35,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6960,56,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6961,36,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6962,41,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6963,38,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6964,35,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6965,38,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6966,46,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6967,56,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6968,38,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6969,44,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6970,37,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6971,39,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6972,34,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6973,33,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6974,28,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6975,43,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6976,31,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6977,52,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6978,45,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6979,48,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6980,31,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6981,47,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6982,31,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6983,33,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6984,47,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6985,38,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6986,37,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6987,54,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6988,37,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6989,45,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6990,34,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6991,70,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6992,36,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6993,31,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6994,60,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6995,38,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6996,28,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6997,35,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6998,63,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
6999,71,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7000,38,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7001,38,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7002,32,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7003,36,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7004,69,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7005,35,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7006,28,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7007,31,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7008,38,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7009,44,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7010,34,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7011,28,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7012,35,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7013,59,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7014,59,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7015,43,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7016,35,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7017,43,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7018,44,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7019,49,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7020,60,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7021,54,F,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7022,42,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7023,123,,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7024,33,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7025,45,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7026,61,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7027,38,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7028,68,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7029,43,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7030,24,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7031,20,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7032,44,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7033,35,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7034,63,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7035,37,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7036,40,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7037,43,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7038,46,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7039,51,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7040,66,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7041,51,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7042,64,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7043,25,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7044,57,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7045,41,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7046,49,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7047,34,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7048,60,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7049,43,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7050,37,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7051,55,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7052,39,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7053,40,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7054,30,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7055,33,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7056,53,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7057,33,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7058,38,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7059,46,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7060,40,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7061,35,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7062,72,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7063,40,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7064,40,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7065,29,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7066,31,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7067,52,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7068,40,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7069,33,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7070,31,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7071,42,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7072,45,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7073,53,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7074,63,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7075,49,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7076,54,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7077,53,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7078,44,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7079,43,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7080,46,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7081,50,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7082,52,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7083,50,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7084,63,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7085,61,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7086,62,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7087,46,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7088,31,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7089,27,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7090,25,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7091,28,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7092,34,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7093,69,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7094,66,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7095,53,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7096,33,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7097,60,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7098,19,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7099,43,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7100,47,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7101,34,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7102,32,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7103,33,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7104,62,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7105,43,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7106,32,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7107,63,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7108,76,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7109,54,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7110,41,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7111,40,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7112,63,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7113,50,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7114,39,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7115,67,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7116,71,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7117,29,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7118,78,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7119,64,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7120,58,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7121,52,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7122,53,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7123,40,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7124,41,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7125,62,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7126,49,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7127,49,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7128,64,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7129,63,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7130,51,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7131,31,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7132,51,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7133,43,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7134,37,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7135,54,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7136,34,F,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7137,52,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7138,65,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7139,43,F,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7140,41,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7141,59,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7142,43,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7143,48,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7144,20,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7145,24,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7146,35,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7147,67,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7148,31,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7149,49,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7150,37,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7151,26,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7152,21,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7153,53,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7154,49,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7155,21,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7156,32,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7157,35,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7158,69,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7159,27,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7160,47,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7161,30,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7162,69,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7163,33,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7164,47,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7165,52,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7166,22,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7167,67,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7168,45,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7169,57,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7170,61,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7171,60,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7172,41,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7173,28,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7174,66,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7175,37,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7176,65,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7177,32,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7178,58,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7179,31,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7180,60,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7181,26,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7182,32,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7183,33,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7184,62,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7185,53,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7186,59,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7187,51,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7188,29,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7189,59,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7190,30,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7191,53,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7192,29,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7193,29,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7194,36,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7195,26,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7196,44,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7197,43,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7198,59,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7199,55,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7200,46,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7201,29,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7202,42,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7203,40,F,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7204,46,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7205,36,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7206,32,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7207,45,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7208,53,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7209,47,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7210,55,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7211,28,F,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7212,50,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7213,55,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7214,24,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7215,42,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7216,53,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7217,49,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7218,65,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7219,34,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7220,50,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7221,44,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7222,57,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7223,38,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7224,25,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7225,33,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7226,48,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7227,22,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7228,59,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7229,62,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7230,39,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7231,36,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7232,52,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7233,54,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7234,54,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7235,39,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7236,38,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7237,51,F,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
7238,32,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7239,36,F,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7240,60,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7241,56,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7242,20,M,04,AREQUIPA,NO EMBARCADO,1,500,20230430,20230626
7243,45,M,04,AREQUIPA,NO EMBARCADO,0,500,20230430,20230626
